SMILES,ionicSMILES,Modifier,Behaviour Type,Positive?,1500,2000,2500,3000,3250,3500,3750,4000
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2,Fc1cccc(F)c1C(=[OH+])NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2,0,2,0,0.25,0.54,0.98,1.98,2.83,3.89,5.22,6.85
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2,Fc1cccc(F)c1C(=[OH+])NC(=O)Nc2cc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c(Cl)c2,1,1,0,-0.1,-0.13,-0.76,-1.38,-1.79,-1.76,-1.73,-1.48
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,Fc1cccc(F)c1C(=[OH+])NC(=O)Nc2ccc(Cl)cc2,0,2,0,0.5,1.14,2.2,3.62,4.5,5.62,6.75,8.18
Fc1ccccc1C2=NCC(=O)Nc3ccc(Cl)cc23,Fc1ccccc1C2=NCC(=[OH+])Nc3ccc(Cl)cc23,0,2,0,0.39,0.81,1.56,2.75,3.62,4.7,6,7.54
N[C@@H](CC(N)=O)C(O)=O,N[C@@H](CC(N)=[OH+])C(O)=O,0,1,0,-0.98,-2.25,-3.79,-5.29,-5.93,-6.36,-6.47,-6.3
N[C@@H](CC(N)=O)C(O)=O,N[C@@H](CC(N)=[OH+])C(O)=O,1,0,0,-5.75,-10.7,-21.3,-35.3,-42.6,-48.7,-54.9,-57.53
N[C@@H](CC(O)=O)C(O)=O,N[C@@H](CC(O)=O)C(O)=[OH+],0,0,0,-0.8,-2.07,-3.71,-5.49,-6.31,-6.91,-7.31,-7.41
N[C@@H](CC(O)=O)C(O)=O,N[C@@H](CC(O)=O)C(O)=[OH+],1,0,0,-6.15,-11.4,-22.2,-36.2,-44.2,-52.2,-60.1,-67.3
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=[OH+],0,2,0,0.22,0.06,0.01,0.42,0.8,1.38,2.14,3.09
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=[OH+],1,0,0,-2.8,-5.6,-11.2,-17.8,-21.5,-25.3,-29.1,-30.5
N[C@@H](Cc1c[nH]cn1)C(O)=O,N[C@@H](Cc1c[nH]cn1)C(O)=[OH+],0,1,0,-0.49,-1.08,-1.62,-1.81,-1.65,-1.2,-0.39,0.74
N[C@@H](Cc1c[nH]cn1)C(O)=O,N[C@@H](Cc1c[nH]cn1)C(O)=[OH+],1,0,0,-5.15,-9.6,-17.6,-25.9,-29.4,-32,-34.1,-34.6
N[C@@H](Cc1ccc(O)cc1)C(O)=O,N[C@@H](Cc1ccc(O)cc1)C(O)=[OH+],0,1,0,0.37,-0.6,-1.6,-1.8,-1.9,-1.8,-1.4,-0.9
N[C@@H](Cc1ccc(O)cc1)C(O)=O,N[C@@H](Cc1ccc(O)cc1)C(O)=[OH+],1,0,0,-3.5,-6.8,-13.4,-21.5,-26.1,-30.8,-35.7,-34.6
N[C@@H](Cc1ccccc1)C(O)=O,N[C@@H](Cc1ccccc1)C(O)=[OH+],0,1,0,-0.13,-0.65,-1.2,-1.48,-1.41,-1.08,-0.45,0.46
N[C@@H](Cc1ccccc1)C(O)=O,N[C@@H](Cc1ccccc1)C(O)=[OH+],1,0,0,-4.05,-7.7,-14.9,-23.9,-28.8,-33.9,-38.9,-37.5
N[C@@H](CCC(N)=O)C(O)=O,N[C@@H](CCC(N)=[OH+])C(O)=O,0,2,0,-0.42,-0.61,-0.6,-0.26,0.21,0.98,2.06,3.52
N[C@@H](CCC(N)=O)C(O)=O,N[C@@H](CCC(N)=[OH+])C(O)=O,1,0,0,-5.45,-10.2,-17.1,-24.2,-27,-28.8,-30.3,-30.2
N[C@@H](CCC(O)=O)C(O)=O,N[C@@H](CCC(O)=O)C(O)=[OH+],0,1,0,-0.7,-1.63,-2.71,-3.67,-3.99,-4.02,-3.85,-3.32
N[C@@H](CCC(O)=O)C(O)=O,N[C@@H](CCC(O)=O)C(O)=[OH+],1,0,0,-5.9,-11,-21.2,-34.4,-41.3,-47.6,-53.95,-57.72
N[C@@H](CCCNC(N)=N)C(O)=O,N[C@@H](CCCNC(N)=N)C(O)=[OH+],0,2,0,0,0.04,0.36,1.29,2.11,3.19,4.66,6.46
N[C@@H](CCCNC(N)=N)C(O)=O,N[C@@H](CCCNC(N)=N)C(O)=[OH+],1,1,0,-4.3,-8,-13,-16.8,-18.1,-18.6,-18.2,-16.3
N[C@@H](CO)C(O)=O,N[C@@H](CO)C(O)=[OH+],0,0,0,-1.03,-2.87,-5.42,-8.34,-9.79,-11.1,-12.19,-12.96
N[C@@H](CO)C(O)=O,N[C@@H](CO)C(O)=[OH+],1,0,0,-6.7,-12.3,-23.7,-38.3,-46.5,-53.76,-59.92,-63.31
N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,[NH3+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,0,2,0,0.37,1.14,2.24,3.37,3.98,5.15,6.72,8.73
N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,[NH3+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,1,0,0,-1.15,-2.4,-5,-7.9,-9.4,-11,-12.5,-13.8
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=[OH+])c3ccccc23,0,2,0,0.49,1.07,1.95,3.11,3.81,4.76,5.77,7.01
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=[OH+])c3ccccc23,1,0,0,0.1,-0.5,-1.4,-2.1,-3.8,-6.7,-7.5,-8.1
N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,[NH3+][S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,0,2,0,0.97,1.67,2.71,4.3,5.38,6.63,8.2,9.92
N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,[NH3+][S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,1,0,0,0.45,0.3,-0.3,-1,-1.9,-2.2,-2.9,-2.3
NC(=N)c1ccc(CNC(=O)C2=CC=CN(Cc3cccc(c3)C(F)(F)F)C2=O)cc1,NC(=N)c1ccc(CNC(=O)C2=CC=CN(Cc3cccc(c3)C(F)(F)F)C2=[OH+])cc1,0,2,0,0.4,0.8,1.4,2.3,3,3.9,5.03,6.4
NC(=N)c1ccc(CNC(=O)C2=CC=CN(Cc3cccc(c3)C(F)(F)F)C2=O)cc1,NC(=N)c1ccc(CNC(=O)C2=CC=CN(Cc3cccc(c3)C(F)(F)F)C2=[OH+])cc1,1,1,0,-1.2,-2.9,-4.5,-5.7,-5.8,-5.6,-5.1,-4.5
NC(=N)c1ccc(CNC(=O)C2=CN(Cc3cccc(c3)C(F)(F)F)C(=O)C=C2)cc1,NC(=N)c1ccc(CNC(=O)C2=CN(Cc3cccc(c3)C(F)(F)F)C(=[OH+])C=C2)cc1,0,2,0,0.6,1,1.7,2.4,2.7,3.1,3.75,4.8
NC(=N)c1ccc(CNC(=O)C2=CN(Cc3cccc(c3)C(F)(F)F)C(=O)C=C2)cc1,NC(=N)c1ccc(CNC(=O)C2=CN(Cc3cccc(c3)C(F)(F)F)C(=[OH+])C=C2)cc1,1,0,0,-1,-2.4,-4.2,-6.1,-7.3,-8.1,-10.2,-12.1
NC(=O)N1c2ccccc2C=Cc3ccccc13,NC(=[OH+])N1c2ccccc2C=Cc3ccccc13,0,2,0,0.29,0.8,1.77,3.39,4.53,5.95,7.61,9.6
NC(=O)N1c2ccccc2C=Cc3ccccc13,NC(=[OH+])N1c2ccccc2C=Cc3ccccc13,1,0,0,-1.9,-3.7,-7.7,-12.3,-14.6,-16.4,-18,-18.7
NC(CCC(O)=O)C=C,NC(CCC(O)=[OH+])C=C,0,1,0,-0.99,-2.04,-3.04,-3.61,-3.57,-3.1,-2.2,-0.89
NC(CCC(O)=O)C=C,NC(CCC(O)=[OH+])C=C,1,0,0,-6.45,-11.8,-21.6,-32.4,-37.2,-41,-44,-45.1
NC1=NC(=O)c2ncn(COCCO)c2N1,NC1=NC(=[OH+])c2ncn(COCCO)c2N1,0,2,0,0.51,1.15,2.24,4.25,5.54,7.05,8.82,10.89
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,NC1=NC(=[OH+])N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,0,2,0,0.1,0.14,0.33,0.9,1.39,2.05,2.91,4.22
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,NC1=NC(=[OH+])N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1,0,0,-1.75,-3.6,-7.1,-11.2,-13.7,-16.3,-19,-21.3
NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,NC1=Nc2n(cnc2C(=[OH+])N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,0,2,0,0.49,0.63,1.02,1.9,2.47,3.31,4.28,5.52
NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,NC1=Nc2n(cnc2C(=[OH+])N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,1,0,0,-1.5,-3.3,-7.2,-12,-14.8,-17.6,-20.5,-22.9
NC1=Nc2nc[nH]c2C(=O)N1,NC1=Nc2nc[nH]c2C(=[OH+])N1,0,1,0,-0.16,-0.9,-1.9,-2.68,-2.73,-2.6,-2.07,-1.19
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,Nc1ccc(cc1)[S](=O)(=O)Nc2[nH+]cccn2,0,2,0,0.05,0.29,0.68,1.39,2.03,2.87,3.97,5.38
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,Nc1ccc(cc1)[S](=O)(=O)Nc2[nH+]cccn2,1,1,0,-1.95,-3.9,-6.2,-7.7,-8.1,-7.8,-7.6,-5.3
Nc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,Nc1ccc2NC(=[OH+])CN=C(c3ccccc3Cl)c2c1,0,2,0,0.43,0.8,1.78,3.06,3.92,5.04,6.54,8.53
Nc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,Nc1ccc2NC(=[OH+])CN=C(c3ccccc3Cl)c2c1,1,0,0,-1.9,-3.3,-5.7,-8.7,-1.2,-11.8,-13.6,-14.7
Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,Nc1n(nc(C#N)c1[S](=[OH+])C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,0,2,0,-0.93,-0.49,1.2,3.6,4.85,6.13,7.4,8.93
Nc1nc(N)nc(N)n1,Nc1[nH+]c(N)nc(N)n1,0,1,0,-0.87,-1.79,-2.77,-3.56,-3.73,-3.65,-3.25,-2.48
Nc1nc(N)nc(N)n1,Nc1[nH+]c(N)nc(N)n1,1,0,0,-4.9,-8.8,-15.9,-25.5,-30.3,-34.6,-38.3,-40.7
Nc1nc(N)nc(NC2CC2)n1,Nc1[nH+]c(N)nc(NC2CC2)n1,0,2,0,-0.06,-0.26,-0.24,0.36,0.97,1.88,3.06,4.64
Nc1nc(N)nc(NC2CC2)n1,Nc1[nH+]c(N)nc(NC2CC2)n1,1,1,0,-3.45,-6.5,-11.6,-15.9,-17.3,-17.8,-18.1,-16.9
Nc1ncnc2nc[nH]c12,Nc1[nH+]cnc2nc[nH]c12,0,1,0,-0.79,-1.66,-2.64,-3.49,-3.75,-3.78,-3.57,-3.05
Nc1ncnc2nc[nH]c12,Nc1[nH+]cnc2nc[nH]c12,1,0,0,-6.2,-11.1,-19,-28.6,-33.7,-38.5,-42.8,-46
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,Nc1nnc(c(N)[nH+]1)c2cccc(Cl)c2Cl,0,2,0,0.08,0.19,0.44,0.99,1.47,2.1,2.97,4.09
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,Nc1nnc(c(N)[nH+]1)c2cccc(Cl)c2Cl,1,0,0,-1.3,-2.8,-5.8,-10,-12.7,-15.5,-18.4,-21
NCC(O)=O,NCC(O)=[OH+],0,0,0,-0.32,-3.08,-7.78,-13.64,-16.65,-19.66,-22.66,-25.65
NCC(O)=O,NCC(O)=[OH+],1,0,0,-7.8,-14,-26.8,-44,-56.01,-69.37,-84.71,-102.03
NCC(O)c1ccc(O)c(O)c1,NCC(O)c1ccc(O)c([OH+])c1,0,2,0,0.58,1.25,2.45,4.32,5.56,7.05,8.82,10.91
NCC1(CCCCC1)CC(O)=O,NCC1(CCCCC1)CC(O)=[OH+],0,2,0,0.01,-0.03,0.15,0.88,1.53,2.37,3.46,4.9
NCC1(CCCCC1)CC(O)=O,NCC1(CCCCC1)CC(O)=[OH+],1,0,0,-3.85,-7.2,-13.3,-20.7,-24.4,-27.8,-30.8,-32.7
NCCc1c[nH]cn1,NCCc1c[nH]cn1,0,1,0,-1.09,-2.46,-3.67,-4.1,-4.04,-3.55,-2.55,-1.06
NCCc1c[nH]cn1,NCCc1c[nH]c[nH+]1,1,1,0,-6.2,-11.4,-20.4,-28.3,-31.1,-32.8,-33.8,-33
NCCCC(O)=O,NCCCC(O)=[OH+],0,1,0,-1.54,-3.1,-5,-6.9,-7.5,-7.9,-7.8,-7.2
NCCCC(O)=O,NCCCC(O)=[OH+],1,2,0,-7.4,-13.4,-24.3,-37.2,-43.5,-50.1,-55.8,-61.1
NCCCC[C@H](N)C(O)=O,NCCCC[C@H](N)C(O)=[OH+],0,2,0,-0.39,-0.59,-0.6,-0.25,0.21,0.97,2.07,3.52
NCCCC[C@H](N)C(O)=O,NCCCC[C@H](N)C(O)=[OH+],1,0,0,-5.45,-10.2,-17.1,-24.1,-27.1,-28.7,-30.1,-30.1
O=C(C(CCC)NC)C1=CC=CC=C1,[OH+]=C(C(CCC)NC)C1=CC=CC=C1,0,2,0,0.09,-0.03,0.25,1.02,1.72,2.69,3.99,5.67
O=C(N1CCCC1)c2cccc(N[S](=O)(=O)c3ccc4ccccc4c3)c2,[OH+]=C(N1CCCC1)c2cccc(N[S](=O)(=O)c3ccc4ccccc4c3)c2,0,2,0,0.9,1.7,2.8,4.4,5.38,6.5,7.8,9.3
O=C(N1CCCC1)c2cccc(N[S](=O)(=O)c3ccc4ccccc4c3)c2,[OH+]=C(N1CCCC1)c2cccc(N[S](=O)(=O)c3ccc4ccccc4c3)c2,1,2,0,0,0,0.3,1.1,1.6,2.5,3.4,4.3
O=C(N1CCCC1)c2ccccc2N[S](=O)(=O)c3ccc4ccccc4c3,[OH+]=C(N1CCCC1)c2ccccc2N[S](=O)(=O)c3ccc4ccccc4c3,0,2,0,0.8,1.3,2.2,3.5,4.4,5.5,6.8,8.3
O=C(N1CCCC1)c2ccccc2N[S](=O)(=O)c3ccc4ccccc4c3,[OH+]=C(N1CCCC1)c2ccccc2N[S](=O)(=O)c3ccc4ccccc4c3,1,1,0,-1,-2.7,-4.6,-6.3,-6.9,-7.4,-7.2,-6.9
O=C(NC(Cc1ccccc1)c2ccncc2)C3=CC=CN(Cc4ccccc4)C3=O,O=C(NC(Cc1ccccc1)c2ccncc2)C3=CC=CN(Cc4ccccc4)C3=[OH+],0,2,0,0.7,1.3,2.2,3.7,4.62,5.7,7.03,8.7
O=C(NC(Cc1ccccc1)c2ccncc2)C3=CC=CN(Cc4ccccc4)C3=O,O=C(NC(Cc1ccccc1)c2ccncc2)C3=CC=CN(Cc4ccccc4)C3=[OH+],1,1,0,-0.6,-1.5,-2.3,-2.5,-2.3,-1.6,-0.7,0.6
O=C(NC(Cc1ccccc1)c2ccncc2)C3=CN(Cc4ccccc4)C(=O)C=C3,O=C(NC(Cc1ccccc1)c2ccncc2)C3=CN(Cc4ccccc4)C(=[OH+])C=C3,0,2,0,0.9,1.1,1.9,3,3.71,4.6,5.71,7.1
O=C(NC(Cc1ccccc1)c2ccncc2)C3=CN(Cc4ccccc4)C(=O)C=C3,O=C(NC(Cc1ccccc1)c2ccncc2)C3=CN(Cc4ccccc4)C(=[OH+])C=C3,1,0,0,-0.6,-1.5,-3,-5.1,-6.4,-8,-9.6,-11.3
O=C(NC1=C(C(F)(F)F)N(C2=CC=CC=C2)N=C1)NC3=CC=NC=C3,[OH+]=C(NC1=C(C(F)(F)F)N(C2=CC=CC=C2)N=C1)NC3=CC=NC=C3,0,2,0,0.8,1.3,2.1,3.2,3.76,4.4,5.24,6.4
O=C(NC1=C(C(F)(F)F)N(C2=CC=CC=C2)N=C1)NC3=NC=CC=C3,[OH+]=C(NC1=C(C(F)(F)F)N(C2=CC=CC=C2)N=C1)NC3=NC=CC=C3,0,2,0,0.7,1.2,2.1,3.4,4.21,5.2,6.44,8
O=C(NC1=C(C)ON=C1C2=C(Cl)C=CC=C2Cl)NC3=NC=CC=C3,[OH+]=C(NC1=C(C)ON=C1C2=C(Cl)C=CC=C2Cl)NC3=NC=CC=C3,0,2,0,0.8,1.3,2.2,3.4,4.12,5,6.1,7.5
O=C(NC1=CC=CN=C1)NC2=CC=C(C(OCC)=O)C=C2,O=C(NC1=CC=CN=C1)NC2=CC=C(C(OCC)=[OH+])C=C2,0,2,0,0.6,1,1.7,2.4,2.7,3.1,3.75,4.8
O=C(NC1=CC=NC=C1)NC2=CC=C(C(OCC)=O)C=C2,O=C(NC1=CC=NC=C1)NC2=CC=C(C(OCC)=[OH+])C=C2,0,2,0,0.5,0.8,1.3,1.8,2.29,3,3.91,5
O=C(NC1=NC=CC=C1)NC2=CC=C(C(OCC)=O)C=C2,O=C(NC1=NC=CC=C1)NC2=CC=C(C(OCC)=[OH+])C=C2,0,2,0,0.4,0.8,1.4,2.3,3,3.9,5.03,6.4
O=C(Nc1snnc1)Nc2ccccc2,[OH+]=C(Nc1snnc1)Nc2ccccc2,0,2,0,0.44,1.13,2.43,4.49,5.8,7.14,8.48,10.06
O=C(Nc1snnc1)Nc2ccccc2,[OH+]=C(Nc1snnc1)Nc2ccccc2,1,0,0,-2.69,-4.85,-9.12,-13.39,-16.33,-19.59,-22.85,-26.1
O=C(NCCC1)C1=C,[OH+]=C(NCCC1)C1=C,0,2,0,0.3,0.6,1.5,2.7,4.35,6.4,8.2,9.1
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,[OH+]=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,0,2,0,0.68,1.29,2.33,3.89,4.86,6.12,7.5,9.08
O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,[OH+]=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,1,2,0,1.4,2,3,4.3,5.1,6.1,7.4,8.8
O=C1NC(=O)c2[nH]cnc2N1,O=C1NC(=[OH+])c2[nH]cnc2N1,0,1,0,-0.15,-0.98,-1.96,-2.7,-3.01,-3.17,-3.15,-2.89
O=C1NC(=O)c2[nH]cnc2N1,O=C1NC(=[OH+])c2[nH]cnc2N1,1,0,0,-5.3,-9.8,-19.4,-32.4,-39.1,-46.03,-51.59,-54.53
O=C1NC=CC(=O)N1,O=C1NC=CC(=[OH+])N1,0,1,0,-0.89,-2.07,-3.13,-3.61,-3.55,-3.16,-2.28,-0.77
OC(=O)[C@@H]1CCCN1,OC(=[OH+])[C@@H]1CCCN1,0,1,0,-1.19,-2.79,-4.76,-6.73,-7.57,-8.15,-8.38,-8.23
OC(=O)[C@@H]1CCCN1,OC(=[OH+])[C@@H]1CCCN1,1,0,0,-5.95,-11,-21.7,-35.7,-43.2,-50.7,-58.2,-65.7
OC(=O)C(C1CCCCN1)c2ccccc2,OC(=[OH+])C(C1CCCCN1)c2ccccc2,0,2,0,0.24,0.63,1.42,2.86,3.91,5.21,6.76,8.67
OC(=O)C(C1CCCCN1)c2ccccc2,OC(=[OH+])C(C1CCCCN1)c2ccccc2,1,1,0,-2.95,-5.7,-10.1,-13.8,-15.2,-15.6,-16,-14.5
OC(=O)c1ccccc1O,OC(=O)c1ccccc1[OH+],0,1,0,-1.02,-1.8,-3.01,-4.69,-5.28,-5.65,-5.77,-5.66
OC(=O)c1ccccc1O,OC(=[OH+])c1ccccc1O,1,0,0,-4.85,-8.8,-20.1,-29,-35,-40.91,-46.52,-51.87
OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,OC(=O)C1CCn2c1ccc2C(=[OH+])c3ccccc3,0,2,0,0.08,0.85,1.79,3.18,4.95,6.67,8.62,10.9
OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,OC(=O)C1CCn2c1ccc2C(=[OH+])c3ccccc3,1,0,0,-1.55,-3.3,-7.1,-12.1,-14.7,-17.2,-19.5,-21
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c2c[nH+]cnc2)c3ccccc3Cl,0,2,0,0.42,0.92,1.69,2.58,3.08,3.83,4.59,5.8
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c2c[nH+]cnc2)c3ccccc3Cl,1,0,0,-1.03,-1.95,-3.16,-4.37,-4.81,-5.39,-5.98,-6.88
OC(c1ccc(F)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(F)cc1)(c2cnc[nH+]c2)c3ccccc3Cl,0,2,0,0.46,0.85,1.41,2.51,3.24,3.76,4.78,6.02
OC(c1ccc(F)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(F)cc1)(c2cnc[nH+]c2)c3ccccc3Cl,1,0,0,-1.15,-2.14,-3.47,-4.81,-5.45,-6.12,-6.99,-8.1
OC(CC(O)=O)C(O)=O,OC(CC(O)=[OH+])C(O)=O,0,0,0,0.4,-1.54,-3.94,-5.5,-6.28,-7.09,-7.28,-7.42
OC(CC(O)=O)C(O)=O,OC(CC(O)=[OH+])C(O)=O,1,0,0,-5.95,-11.2,-22.3,-36,-44,-52.11,-58.86,-63.04
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,OC(Cn1cnc[nH+]1)(c2ccc(F)cc2)c3ccccc3F,0,2,0,0.3,0.66,1.25,2.27,3,3.86,4.92,6.34
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,OC(Cn1cnc[nH+]1)(c2ccc(F)cc2)c3ccccc3F,1,0,0,-1.22,-2.22,-3.74,-5.27,-6.31,-7.61,-9.07,-10.77
OC(CN1NC=NC1=S)(Cc2ccccc2Cl)C3(Cl)CC3,OC(CN1NC=[NH+]C1=S)(Cc2ccccc2Cl)C3(Cl)CC3,0,2,0,0.39,0.93,1.83,3.32,4.36,5.56,6.76,8.12
OC(CN1NC=NC1=S)(Cc2ccccc2Cl)C3(Cl)CC3,OC(CN1NC=[NH+]C1=S)(Cc2ccccc2Cl)C3(Cl)CC3,1,0,0,-0.79,-1.38,-2.28,-3.18,-3.76,-4.46,-5.17,-5.87
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=O)NC2=O,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=[O+])NC2=O,0,2,0,-0.6,0.5,1.2,0.6,1,2.1,2.8,3.5
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=O)NC2=O,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=[O+])NC2=O,1,0,0,-1.9,-3.9,-7,-11,-13.8,-16.2,-19.2,-20.3
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,OC1(CCN(CCCC(=[O+])c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,0,2,0,0.34,0.81,1.65,2.93,3.72,4.75,5.93,7.32
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,OC1(CCN(CCCC(=[O+])c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,1,2,0,1.25,1.7,2.4,3.6,4.3,5.2,6.3,7.6
Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=[OH+])CC[C@@]35O)CC=C,0,2,0,0.35,0.82,1.68,2.98,3.76,4.82,6.02,7.34
Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=[OH+])CC[C@@]35O)CC=C,1,1,0,-0.45,-1.3,-2.2,-2,-1.6,-0.6,0.3,1.5
OC1CCN(C1)C(=O)C=C,OC1CCN(C1)C(=[OH+])C=C,0,2,0,0.3,0.7,1.6,3.5,4.61,5.8,7.12,8.6
OC1CCN(C1)C(=O)C=C,OC1CCN(C1)C(=[OH+])C=C,1,0,0,-4.1,-8.4,-13.8,-21.5,-26.7,-32.4,-38,-42.9
OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=[OH+],0,2,0,0.34,0.84,1.67,2.96,3.88,5.01,6.41,8.05
OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=[OH+],1,1,0,-1.65,-3.4,-6.3,-8.7,-9.6,-9.8,-10,-9.1
OC2(C(c1ccc(OC)cc1)CN(C)C)CCCCC2,OC2(C(c1ccc(OC)cc1)C[NH+](C)C)CCCCC2,0,2,0,0.48,1.09,2.14,3.83,4.95,6.28,7.84,9.64
Oc7ccc5c1c7O[C@H]3[C@]6(OC)[C@H](C[C@@]2([C@H](N(CC[C@@]123)CC4CC4)C5)CC6)[C@@](O)(C)C(C)(C)C,[OH+]c7ccc5c1c7O[C@H]3[C@]6(OC)[C@H](C[C@@]2([C@H](N(CC[C@@]123)CC4CC4)C5)CC6)[C@@](O)(C)C(C)(C)C,0,2,0,0.92,1.42,2.34,3.98,4.98,6.12,7.49,9.13
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,OCC(NC(=[OH+])C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,0,2,0,0.03,0.59,1.21,1.82,2.47,2.97,4.06,5.26
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,[OH2+]CCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,0,2,0,0.82,1.42,2.48,4.3,5.47,6.71,8.24,10.06
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,[OH2+]CCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1,2,0,1.5,2.1,3.1,4.6,5.6,6.8,8,9.5
S=C(N/N=C/c1ccccn1)Nc2ccncc2,S=C(N\N=C\c1ccccn1)Nc2cccc[nH+]2,0,2,0,1,1.7,2.9,4.4,5.32,6.4,7.68,9.2
